standardized_id_num,count
1633542000003,2826
1393188000004,2826
0998400004028,2825
1638042000001,2824
0910046000002,2824
1114616000002,2823
0816466000002,2823
1258424000004,2823
1251764000005,2822
0997646000007,2821
1258686000010,2821
1032972000001,2820
0754698000001,2819
1393188000013,2818
1610300002021,2818
0554924000001,2817
0813400001015,2817
0218452000001,2817
1258686000001,2814
0211548000001,2814
0418524000002,2814
1632200005136,2813
1252744000027,2813
0055084000001,2813
1457052000011,2812
1253872000003,2810
1398928000002,2810
0777930000006,2810
0933704000002,2809
1634900000001A,2809
1633548000002,2808
0816466000001,2806
1255898000002,2806
0774216000022,2805
1257492000007,2805
1015074000001,2804
0214760000001,2804
0594162000001,2804
1015072000002,2804
1638166000003,2804
1034122000002,2803
0670690000001,2801
0453620000001,2798
0776826000003,2798
1637900000013,2797
1254040000009,2796
0897762000001,2796
0776556000007,2795
0151396000001,2795
0910902000002,2795
1397584000005,2793
0998400002032,2792
0750876000001,2790
0874606000002,2789
1150772000002,2789
0811420000001,2788
0217098000004,2788
0998400005008,2786
1252744000026,2786
0998400001042,2785
1478290000001,2783
1155504000004,2782
1476582000008,2779
1572530000001,2778
1251764000003,2778
1253872000004,2777
1254040000001,2777
0277394000001,2777
1633628000002,2776
0774216000008,2776
0996980000011,2776
1550728000001,2775
0053746000001,2774
0492900007020,2773
1634900000004A,2773
1393188000007,2773
1256204000002,2772
0913032000001,2772
0754698000003,2772
0995710000003,2771
1596300000001,2770
1636762500005,2770
0996980000015,2769
1651232000003,2768
1258814000003,2768
0933610000003,2766
1393188000005,2765
1073476000001,2765
1573076000001,2765
1157714000001,2765
0813124000008,2765
0070176000004,2765
0217096000001,2764
0818894003030,2764
0997646000017,2762
0435922000001,2761
0910044000002,2761
0813124000004,2760
0776826000001,2760
0813400003051,2759
1611502000001,2759
1154918000001,2758
0910046000001,2758
0814956000001,2758
1256110000009,2757
1393334000004,2756
0273948000001,2756
1253872000001,2756
1637900000004,2755
1257004000008,2754
0750876000005,2750
1631122000004,2750
0215776004004,2748
0492778000006,2747
1637900000014,2746
0492778000002,2746
1393188000011,2746
0492922000003,2744
1213102000004,2742
0337462000001,2741
1215914000003,2740
0933704000004,2739
0214760000003,2738
1632200005164,2736
0813124000001,2735
1631122000003,2735
0892570000001,2732
1251764000008,2729
1373736000001,2728
1632836000001,2728
1632100000007,2728
1610300003024,2726
0754142006009,2726
1256544007016,2723
1393188000015,2723
1390136000005,2722
1258070000029,2721
1590160000001,2719
0490342000002,2718
1256204000001,2715
1457052000010,2715
0810978000001,2714
0996980000005,2714
1631312000003,2712
1638166000002,2712
0051370000001,2711
1031566000001,2711
0470638000001,2711
0992429000012,2709
0931064000006,2708
0811308000004,2708
0814282001006,2708
1610300005051,2707
1636762500016,2707
1631312000015,2706
1472976000001,2702
1594646000001,2701
0158902000001,2699
0613936000002,2698
0990354000001,2698
0813400003064,2697
1638166000004,2696
1254982000006,2695
0936012000002,2694
0255196000001,2692
1393188000010,2692
1556196000001,2692
1150674000006,2691
0190760000001,2690
1155502000006,2690
0216118000003,2689
1250911000015,2689
1476582000007,2688
0996980000008,2684
1457054000005,2683
0875250000003,2683
1134438000001,2682
1632200005168,2681
1258548000004,2680
0491206000004,2680
0811850000003,2680
0997646000003,2679
1596428000001,2679
1397798000003,2679
0654600004037,2679
0870328000001,2677
1252744000011,2677
0751740000003,2677
0998400001004,2677
0654600003025,2676
0813400001016,2676
1258548000010,2675
1252744000003,2673
1392796000001,2673
1631312000016,2671
1034122000001,2670
0774218000003,2669
0995048000011,2668
1610300003028,2667
1631312000032,2667
0450708000001,2667
0997282000023,2666
1251764000002,2665
0813400003058,2665
0492900002005,2665
1252788000004,2663
0935164000004,2661
1470776000001,2660
0178738000001,2660
1393188000014,2659
1497330000001,2658
1610300001010,2658
1476582000006,2657
0776556000011,2657
1257004000002,2656
1457066000001,2655
1637900000022,2655
1631312000019,2655
0655314000003,2655
1150368000002,2653
1475208000001,2652
0998412000002,2652
1393866000006,2651
1150368000001,2651
1397798000001,2651
1256544005015,2651
0874030000001,2651
0774216000007,2650
1393188000002,2649
0774216000010,2649
0771798000004,2646
1254040000005,2646
1457054000010,2646
0997646000039,2645
1251004000003,2644
1393864006015,2644
0916684000001,2643
1251764000004,2643
1638166000007,2643
1233438000001,2642
1258070000020,2642
1257004000005,2642
0997646000031,2641
0910044000006,2639
1215634000004,2639
1637496000006,2636
0997282000002,2635
1258548000008,2635
0434330000002,2635
1256903501004,2632
0476806000001,2632
1474316000004,2631
0757720000002,2630
1273440000001,2629
0814282001001,2628
0250592003017,2628
1258548000012,2625
1631312000018,2624
0995048000021,2622
0814282001008,2622
0157962000003,2620
1255982000002,2620
1638494000004,2619
1634004000001,2619
0214760000002,2619
0655314000005,2619
1393336000007,2618
1258548000011,2618
0652412000005,2618
0491990000006,2613
0818894003029,2612
1393866000004,2612
1251004000002,2612
0498238000002,2612
1255944000002,2611
0938116000001,2610
1258548000022,2610
1631312000033,2608
1393336000005,2608
1457054000014,2606
1635900000004,2606
1633558000006,2606
1215632003007,2605
0816466000011,2605
1638166000006,2604
1254040000007,2604
0997646000006,2604
1633670000005,2603
1258070000026,2602
0813400002039,2602
0553158000006,2601
0810024000003,2601
0153714000001,2599
1632100000003,2599
1636508000010,2598
0054518000002,2597
1258548000016,2597
1252788000005,2597
0774216000015,2595
1252744000004,2595
0818296002004,2595
0813400002035,2595
1457054000011,2594
1256903501001,2592
1256204000003,2592
1636506000001,2592
0154186000001,2590
0654600003027,2590
1476582000009,2589
1218678000001,2589
1172672000001,2589
1398928000003,2588
1398882000001,2588
0731558000001,2588
1636762500012,2587
0910044000001,2587
1610300003025,2587
1215636000004,2586
0056164000002,2586
1070830000002,2585
1150674000011,2583
1551830000001,2583
1632102000012,2583
1256903501003,2582
1617113000002,2582
0474808000001,2582
0550020000001,2582
0353422000001,2581
1535076000001,2580
0495598000008,2579
1396594000001,2578
0497946000001,2577
0554924000002,2576
0910044000004,2576
1251764000010,2575
1214516000002,2575
1258686000011,2574
1635898000001,2574
0173040000001,2572
0991130000002,2572
1255398000006,2571
1251616000001,2571
1256903501002,2569
1631312000022,2569
1612218000001,2568
0493122000001,2568
1393866000011,2568
0813400001018,2567
0774216000019,2567
0998412000003,2563
0493330000006,2561
1256544002006,2561
1638166000010,2561
1590924000001,2559
1252788000002,2557
0157962000001,2555
1253742000005,2554
0996838000001,2554
1616456000005,2552
1635900000008,2551
0553158000002,2549
0811366000005,2549
1637736000003,2549
1253808000004,2548
1256544007018,2548
0997646000020,2547
0997282000015,2547
0813400002030,2547
1638166000005,2547
1190094000001,2547
0813400001014,2544
1635900000012,2544
1491737000001,2543
1393188000009,2542
0210740000005,2542
0998400002050,2541
1258548000017,2541
1635900000007,2540
0936012000001,2539
0052268000002,2538
0811224000008,2537
1476582000004,2536
1256903502008,2536
1638494000002,2536
1255398000002,2535
1635900000006,2534
1632200004023,2533
0870168000001,2532
0157962000002,2531
0931064000005,2531
1631122000002,2531
0493180000008,2530
0490342000001,2530
0997646000030,2530
1638166000008,2530
0876106000002,2530
0492900009029,2529
0495616000003,2528
0818894003026,2528
0570154000003,2528
1633558000003,2527
1031566000002,2527
1637496000003,2526
0938116000002,2526
1254982000009,2525
0652142000008,2524
1432164000002,2524
1457054000006,2523
0250592002021,2522
1256110000004,2522
1457052000003,2521
1610300002019,2520
1631312000020,2519
1258070000009,2519
1256544005011,2518
0492778000003,2518
0553158000004,2518
1254040000006,2517
0431022000003,2517
1632200006151,2515
0370840000001,2514
0210552000001,2514
0818894001010,2514
0813400003057,2513
0776556000009,2513
0816466000004,2512
0372358000001,2510
0992429000006,2510
0933186000006,2510
0656080000001,2509
0492900003008,2509
0210792000001,2509
0813400001012,2507
0252593500003,2506
1250864000007,2506
1213102000002,2504
1631122000010,2504
1252788000001,2504
1476582000010,2504
0655218000001,2504
0814282001009,2503
1258070000002,2502
1252744000017,2501
0813400001011,2501
0996980000003,2499
1256110000015,2499
0997282000018,2498
0810184000004,2498
1457984000001,2498
1258548000005,2497
0056164000001,2497
1393188000012,2496
0215776001001,2496
1631312000013,2496
0210740000006,2496
1610300005046,2494
1150674000005,2494
1015072000001,2494
1150674000004,2494
1256490000001,2493
0092534000001,2493
1457052000001,2492
1156690000001,2491
0774218000007,2490
0056182000001,2489
1258548000024,2489
0630474000001,2489
1617194000001,2487
1393866000010,2487
0550888000002,2486
0876106000001,2486
0757720000001,2486
0938116000003,2486
0450744000001,2485
0774216000002,2484
0872116000002,2483
1636506000003,2482
0890844000001,2482
0998400003046,2481
0558704000001,2480
1610300004034,2479
1393188000003,2479
0498238000003,2478
1253742000002,2478
1215914000007,2478
1497696000001,2476
1251764000007,2476
1255056000009,2475
0935164000001,2475
0998400003009,2474
1638494000006,2473
0813400002048,2473
1250410500003,2473
0992429000002,2472
1393866000005,2472
1632200004047,2471
0231702002001,2471
0818894003025,2470
0238128000001,2469
1632102000025,2468
0231702003001,2468
0731688000001,2468
0758430000001,2468
0811250000002,2467
1257510000003,2467
0412636000002,2465
0671972000001,2463
1252744000007,2462
0995710000004,2462
1631312000021,2461
1633558000002,2461
0252593500002,2461
0052812000001,2460
0818894001002,2460
0813400001006,2460
1258548000001,2459
1638245300001,2459
0813416000005,2458
0813400003070,2458
1256110000013,2455
0998400005020,2454
1257510000001,2453
1216730000001,2452
0351592000001,2452
1632474000002,2450
0750876000002,2450
0997282000026,2450
1258070000010,2449
0998400003029,2449
0513232000001,2447
1593698000001,2447
1495300000001,2446
1393336000002,2446
1632474000001,2445
0814282002013,2444
0456610000001,2444
0095444000001,2443
1633142000007,2443
0997646000036,2442
0811308000001,2442
1213102000005,2441
1617194000004,2441
1631122000001,2440
1152340000002,2440
1435178000001,2440
1253742000001,2439
1472976000002,2438
0933610000002,2436
1150674000014,2435
0491206000007,2434
1610300004036,2434
0931062000002,2433
1252744000014,2433
1632100000017,2433
1457052000013,2433
0053136000001,2432
1631122000006,2431
0794228000001,2431
1374814000001,2430
1256903501005,2429
0933704000001,2428
1590314000004,2428
0652142000009,2428
1251764000001,2427
1475208000004,2426
0933610000004,2425
1634900000033A,2424
1158674000001,2423
1258686000005,2423
1393188000016,2422
0998400001005,2422
0217096000002,2421
1250911000002,2420
0751740000001,2420
1638166000009,2420
1634900000003B,2420
0811850000001,2420
0451338000001,2420
0498238000001,2419
0275214000001,2419
0998400004015,2418
1250911000009,2418
1416926000001,2418
1632200001271,2417
1596576000001,2416
1256110000002,2416
0413230000002,2414
0570154000002,2414
0274160000001,2413
1258070000027,2413
1633142000009,2412
1295434000002,2411
0757564000002,2410
0255762000001,2410
1171400000001,2410
0776982000001,2409
1252744000002,2408
0558034000010,2408
1636942000004,2408
0998400004045,2407
0370590000002,2407
1255944000006,2407
0774218000010,2406
0811250000006,2405
1633548000001,2404
1255056000007,2402
1258686000002,2402
1256110000005,2402
1257576000003,2401
1035190000002,2400
1476584000001,2400
0492778000005,2399
1634068002002,2399
1610300001007,2398
0256344000003,2398
0810024000002,2398
1631312000017,2398
1633142000006,2397
1253808000002,2397
0771768000002,2397
1258686000009,2396
1250911000017,2396
0997646000023,2396
1476584000004,2395
1634900000009A,2395
1590314000005,2394
1610300004031,2392
1636508000011,2392
0791634000001,2392
0774216000020,2391
1631312000031,2391
0776140000005,2389
0558034000001,2388
0217096000003,2387
0915054000001,2386
1215636000001,2386
1251004000001,2386
0434096002002,2384
0992429000005,2384
1250911000005,2383
1638494000005,2383
0215778000005,2382
1250864000006,2382
1393864003006,2381
1615068000002,2380
0813400003062,2379
0256344000002,2379
0997646000001,2378
0811250000003,2377
0652412000011,2376
1614978000001,2374
1258548000002,2373
0434096001003,2373
1258548000020,2372
0377094000002,2372
1396594000002,2372
1610300005045,2371
1393188000006,2370
0813124000003,2370
1637900000002,2370
1154026000001,2370
0750876000006,2370
0652142000006,2368
1636762500014,2367
0813400001013,2365
0777930000001,2363
0998400002003,2362
1633552000005,2361
1075278000001,2361
0491990000001,2361
0517986000001,2361
0215778000001,2361
1256110000007,2360
0993042000003,2360
0236184000001,2359
0998400005039,2358
1637900000017,2358
0810184000003,2358
1258070000014,2358
1213102000001,2357
1255944000008,2357
1215632002003,2357
1636762500015,2356
1634068004001,2356
0998400004030,2355
1257004000015,2355
1258070000003,2354
0210752001001,2353
0170654000001,2352
0458784000001,2351
1257490000004,2347
0510836000001,2347
0491988000002,2347
1632200003092,2347
1618914001002,2347
1597500000001,2347
1211966000001,2345
1635900000009,2345
0756892000001,2344
1638166000001,2343
1397584000001,2341
1637900000018,2340
1393866000003,2340
1610418000003,2339
0991130000003,2338
1610300005047,2338
1257510000002,2338
0811224000004,2337
1258548000023,2336
1150772000001,2336
1557352000001,2335
1632200004115,2335
0654600004040,2334
1631312000023,2334
1474316000001,2334
1610300003030,2334
1256204000004,2333
0491206000008,2333
1253808000001,2332
1255982000006,2331
1255944000011,2330
0998400005006,2329
1154626000002,2329
0992429000003,2328
1633202000002,2328
1633670000006,2327
1258070000017,2327
1632200006425,2325
0658744000001,2325
0753450000001,2325
0492778000004,2324
0998400004014,2324
1230828000001,2324
1572160000001,2321
0556232000001,2320
0250592001004,2319
1634900000011A,2317
1258548000025,2317
1637900000010,2317
0211140000001,2315
1633552000002,2314
1451046000001,2313
1256903502009,2313
1635900000003,2313
0252593500001,2312
1610300004032,2312
1397584000004,2311
0216118000001,2309
1252744000001,2309
0997282000025,2309
1631312000009,2309
0652142000002,2308
0652142000004,2308
1176830000001,2308
0813416000001,2308
1153082000006,2306
0818894001009,2305
0815692000001,2305
1213098000001,2305
0552380000001,2302
1634900000014A,2302
0894670000001,2302
0692442000001,2301
1250918000001,2301
0574134000001,2300
0996980000002,2300
0553496000001,2299
1252744000005,2298
1633142000002,2298
0214760000004,2298
1177384000001,2295
1252744000019,2295
0353734000002,2295
0997646000034,2294
1257004000017,2293
1217710000001,2291
1457052000007,2290
0210752003001,2290
0652412000009,2290
0210484000001,2290
1632200007369,2289
0813416000003,2288
0751776000001,2288
1634900000034A,2287
1150772000004,2287
1256903504031,2287
1618914001001,2287
1393188000008,2286
1215914000005,2286
1632200004020,2286
0992429000004,2283
0552380000004,2282
0995048000016,2281
0991652000004,2281
0818296003007,2279
0217974000001,2279
0658744000002,2279
1398928000001,2279
0372214000001,2279
0214760000005,2279
0055200000001,2279
0756276000001,2278
0652142000007,2277
0215723000001,2276
1258070000028,2276
0757720000004,2276
0997646000026,2275
1256544007017,2275
1230370000001,2274
1253872000002,2274
0654600001009,2273
0992429000008,2273
0813400003053,2272
1457054000001,2272
0491206000001,2271
1053622000002,2270
0652412000004,2269
1638494000003,2268
1255944000015,2268
1636942000007,2268
1610300003029,2268
0434096003002,2267
0997646000022,2267
1171908000001,2266
0757720000003,2266
0933634000002,2265
0993042000004,2265
0774216000001,2265
1631122000005,2264
0810024000006,2264
0997646000029,2264
0676116000001,2263
0872116000001,2262
1215636000002,2262
1476582000005,2262
1258548000013,2262
0492902000005,2261
1012804000001,2261
0496818000001,2261
1436956000001,2260
1618910000001,2260
1256544005012,2259
0813400001019,2259
1618510000003,2258
1257492000002,2258
1112483000001,2258
1615828000002,2257
0991534000008,2257
0933610000005,2257
0993682000006,2257
1393864001003,2257
0413230000001,2257
0814282001007,2256
1637900000023,2256
0998400002036,2255
1257004000016,2254
0774218000008,2254
1638494000001,2254
1257490000029,2253
1632200006473,2252
1254000000003,2252
1316088000001,2251
0757564000003,2251
1232616000001,2250
1393336000003,2250
1114768000001,2250
